artistID,true_label,predicted_label,correct
6735,hip-hop,hip-hop,True
5457,rock,rock,True
520,pop,pop,True
1185,country,country,True
81,pop,pop,True
4403,hip-hop,hip-hop,True
6560,pop,pop,True
8110,jazz,folk,False
4437,electronic,electronic,True
5410,electronic,electronic,True
2133,electronic,electronic,True
1101,metal,metal,True
1580,hip-hop,hip-hop,True
5285,rock,jazz,False
3989,metal,metal,True
8435,pop,pop,True
6928,rock,rock,True
4832,electronic,electronic,True
1432,rock,rock,True
8978,rock,rock,True
5791,electronic,electronic,True
7754,rock,jazz,False
4629,electronic,electronic,True
8258,hip-hop,hip-hop,True
1477,rock,rock,True
2341,pop,pop,True
8166,rock,rock,True
7255,pop,rock,False
7934,pop,electronic,False
154,rock,rock,True
3980,electronic,electronic,True
5170,rock,metal,False
3464,electronic,electronic,True
2000,rock,folk,False
3413,rock,rock,True
2892,pop,pop,True
8240,hip-hop,hip-hop,True
5028,pop,electronic,False
5084,electronic,electronic,True
2937,metal,metal,True
4483,pop,pop,True
7889,rock,rock,True
4247,hip-hop,hip-hop,True
6644,pop,rock,False
5326,rock,rock,True
3749,pop,electronic,False
3203,jazz,rock,False
6410,rock,rock,True
4570,rock,rock,True
263,pop,pop,True
399,rock,rock,True
4079,electronic,metal,False
2061,hip-hop,hip-hop,True
1811,rock,rock,True
4368,hip-hop,hip-hop,True
175,rock,rock,True
6576,pop,folk,False
